date,BTC,ETH,XRP,BNB,DOT,ADA,USDT,LINK,UNI,XLM,GRT,CRO,LTC,FTT,BCH,USDC,SOL,DOGE,LUNA,WBTC,AAVE,1INCH,PCI,ATOM,HT,OKB,ALGO,TRX,XEM,SNX,COMP,NEO,EOS,XMR,VET,BSV,BRG,CEL,MIOTA,SUSHI,THETA,CRV,NU,XTZ,CAKE,CELO,RUNE,DASH,EGLD,KSM,DFI,BUSD,UMA,DAI,MKR,OMI,NEXO,CTC,FTM,FIL,LEO,MATIC,XVS,DCR,ZIL,ALPHA,BAL,VGX,ICX,ZRX,RVN,ETC,ZEC,BTT,ORN,INJ,GNO,BAND,QNT,YFI,REN,SRM,STX,NEAR,WAVES,REV,IOST,ONT,ROSE,SKL,HEGIC,HBAR,CHSB,KCS,RENBTC,EWT,XDC,PAX,DGB,LRC
2016-01-11,15072539.8023119,76441132.21823,,,,,,,,,,,44007723.0772214,,15072439.8023118,,,102577096345.701,,,,,,,,,,,,,,,,,,15072439.8020641,,,,,,,,,,,,6136421.21310021,,,,,,,,,,,,,,,,,,,,,,,,76441132.21823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,15076789.8023119,76467032.99948,,,,,,,,,,,44024298.0772215,,15076689.8023118,,,102590886345.701,,,,,,,,,,,,,,,,,,15076689.8020641,,,,,,,,,,,,6138833.92024934,,,,,,,,,,,,,,,,,,,,,,,,76467032.99948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,15080489.8023119,76493568.31198,,,,,,,,,,,44038123.0772214,,15080389.8023119,,,102604746345.704,,,,,,,,,,,,,,,,,,15080389.8020641,,,,,,,,,,,,6141204.84168424,,,,,,,,,,,,,,,,,,,,,,,,76493568.31198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,15083814.8023119,76520487.53073,,,,,,,,,,,44052026.2022214,,15083714.8023118,,,102618426345.704,,,,,,,,,,,,,,,,,,15083714.8020641,,,,,,,,,,,,6143614.20597627,,,,,,,,,,,,,,,,,,,,,,,,76520487.53073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,15086864.8023119,76547284.87448,,,,,,,,,,,44065929.3272214,,15086764.8023118,,,102632256345.703,,,,,,,,,,,,,,,,,,15086764.8020641,,,,,,,,,,,,6145977.60598272,,,,,,,,,,,,,,,,,,,,,,,,76547284.87448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16,15090414.8023119,76573807.99948,,,,,,,,,,,44080507.4522214,,15090314.8023118,,,102646166345.703,,,,,,,,,,,,,,,,,,15090314.8020641,,,,,,,,,,,,6148409.53456031,,,,,,,,,,,,,,,,,,,,,,,,76573807.99948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-17,15094189.8023119,76600407.84323,,,,,,,,,,,44094457.4522215,,15094089.8023118,,,102660016345.703,,,,,,,,,,,,,,,,,,15094089.8020641,,,,,,,,,,,,6150749.53456657,,,,,,,,,,,,,,,,,,,,,,,,76600407.84323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,15098514.8023119,76627027.9994801,,,,,,,,,,,44109723.0772214,,15098414.8023118,,,102673796345.703,,,,,,,,,,,,,,,,,,15098414.8020641,,,,,,,,,,,,6153224.92028676,,,,,,,,,,,,,,,,,,,,,,,,76627027.99948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,15101839.8023119,76653120.81198,,,,,,,,,,,44123848.0772214,,15101739.8023118,,,102687686345.703,,,,,,,,,,,,,,,,,,15101739.8020641,,,,,,,,,,,,6155613.39172149,,,,,,,,,,,,,,,,,,,,,,,,76653120.81198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,15105639.8023119,76679663.31198,,,,,,,,,,,44137973.0772214,,15105539.8023118,,,102701566345.703,,,,,,,,,,,,,,,,,,15105539.8020641,,,,,,,,,,,,6157924.14172781,,,,,,,,,,,,,,,,,,,,,,,,76679663.31198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,15109064.8023119,76705582.5307299,,,,,,,,,,,44151823.0772215,,15108964.8023118,,,102715436345.703,,,,,,,,,,,,,,,,,,15108964.8020641,,,,,,,,,,,,6160264.14173408,,,,,,,,,,,,,,,,,,,,,,,,76705582.53073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,15113464.8023119,76731837.53073,,,,,,,,,,,44166323.0772214,,15113364.8023118,,,102729156345.704,,,,,,,,,,,,,,,,,,15113364.8020641,,,,,,,,,,,,6162643.42031186,,,,,,,,,,,,,,,,,,,,,,,,76731837.53073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-23,15117939.8023119,76757607.2182299,,,,,,,,,,,44180198.0772214,,15117839.8023118,,,102743056345.704,,,,,,,,,,,,,,,,,,15117839.8020641,,,,,,,,,,,,6164960.85603237,,,,,,,,,,,,,,,,,,,,,,,,76757607.2182301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-24,15122214.8023119,76784846.4369799,,,,,,,,,,,44194773.0772214,,15122114.8023118,,,102757036345.704,,,,,,,,,,,,,,,,,,15122114.8020641,,,,,,,,,,,,6167286.64889583,,,,,,,,,,,,,,,,,,,,,,,,76784846.43698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,15126264.8023119,76810547.2182301,,,,,,,,,,,44209473.0772215,,15126164.8023118,,,102770906345.704,,,,,,,,,,,,,,,,,,15126164.8020641,,,,,,,,,,,,6169692.67033064,,,,,,,,,,,,,,,,,,,,,,,,76810547.21823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,15130264.8023119,76837532.6869799,,,,,,,,,,,44225023.0772215,,15130164.8023118,,,102784806345.705,,,,,,,,,,,,,,,,,,15130164.8020641,,,,,,,,,,,,6172105.37747938,,,,,,,,,,,,,,,,,,,,,,,,76837532.68698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,15134139.8023119,76863637.2182301,,,,,,,,,,,44240173.0772214,,15134039.8023118,,,102798616345.704,,,,,,,,,,,,,,,,,,15134039.8020641,,,,,,,,,,,,6174576.58462867,,,,,,,,,,,,,,,,,,,,,,,,76863637.2182301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,15137789.8023119,76890198.1557299,,,,,,,,,,,44253773.0772214,,15137689.8023118,,,102812426345.704,,,,,,,,,,,,,,,,,,15137689.8020641,,,,,,,,,,,,6176963.38463526,,,,,,,,,,,,,,,,,,,,,,,,76890198.15573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,15142014.8023119,76916362.37448,,,,,,,,,,,44266673.0772214,,15141914.8023118,,,102826286345.704,,,,,,,,,,,,,,,,,,15141914.8020641,,,,,,,,,,,,6179312.57749853,,,,,,,,,,,,,,,,,,,,,,,,76916362.37448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-30,15146689.8023119,76942555.49948,,,,,,,,,,,44279073.0772214,,15146589.8023118,,,102840026345.704,,,,,,,,,,,,,,,,,,15146589.8020641,,,,,,,,,,,,6181621.65607629,,,,,,,,,,,,,,,,,,,,,,,,76942555.49948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,15151214.8023119,76968237.37448,,,,,,,,,,,44290873.0772214,,15151114.8023118,,,102853816345.704,,,,,,,,,,,,,,,,,,15151114.8020641,,,,,,,,,,,,6183894.79893966,,,,,,,,,,,,,,,,,,,,,,,,76968237.37448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,15155239.8023119,76994668.6244799,,,,,,,,,,,44307048.0772214,,15155139.8023118,,,102867356345.704,,,,,,,,,,,,,,,,,,15155139.8020641,,,,,,,,,,,,6186203.87751736,,,,,,,,,,,,,,,,,,,,,,,,76994668.6244801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,15159739.8023119,77020533.31198,,,,,,,,,,,44322948.0772214,,15159639.8023118,,,102880996345.704,,,,,,,,,,,,,,,,,,15159639.8020641,,,,,,,,,,,,6188510.44895225,,,,,,,,,,,,,,,,,,,,,,,,77020533.3119801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,15164214.8023119,77047835.03073,,,,,,,,,,,44338848.0772214,,15164114.8023118,,,102894706345.704,,,,,,,,,,,,,,,,,,15164114.8020641,,,,,,,,,,,,6190809.49895855,,,,,,,,,,,,,,,,,,,,,,,,77047835.0307301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,15168414.8023119,77074397.37448,,,,,,,,,,,44352823.0772214,,15168314.8023118,,,102908486345.704,,,,,,,,,,,,,,,,,,15168314.8020641,,,,,,,,,,,,6193085.1489648,,,,,,,,,,,,,,,,,,,,,,,,77074397.37448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,15173114.8023119,77100955.9682299,,,,,,,,,,,44367448.0772214,,15173014.8023118,,,102922276345.704,,,,,,,,,,,,,,,,,,15173014.8020641,,,,,,,,,,,,6196030.38039976,,,,,,,,,,,,,,,,,,,,,,,,77100955.9682301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-06,15178114.8023119,77127301.7494799,,,,,,,,,,,44382523.0772214,,15178014.8023118,,,102936046345.704,,,,,,,,,,,,,,,,,,15178014.8020641,,,,,,,,,,,,6205100.48040565,,,,,,,,,,,,,,,,,,,,,,,,77127301.74948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-07,15182514.8023119,77153986.43698,,,,,,,,,,,44397373.0772214,,15182414.8023118,,,102949816345.704,,,,,,,,,,,,,,,,,,15182414.8020641,,,,,,,,,,,,6207400.36612624,,,,,,,,,,,,,,,,,,,,,,,,77153986.43698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-08,15186214.8023119,77180638.3119801,,,,,,,,,,,44412048.0772214,,15186114.8023118,,,102963746345.704,,,,,,,,,,,,,,,,,,15186114.8020641,,,,,,,,,,,,6209700.25184684,,,,,,,,,,,,,,,,,,,,,,,,77180638.31198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-09,15190614.8023119,77207112.53073,,,,,,,,,,,44425948.0772214,,15190514.8023118,,,102977366345.704,,,,,,,,,,,,,,,,,,15190514.8020641,,,,,,,,,,,,6212047.77328189,,,,,,,,,,,,,,,,,,,,,,,,77207112.5307301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-10,15194714.8023119,77233273.78073,,,,,,,,,,,44438898.0772214,,15194614.8023118,,,102991126345.704,,,,,,,,,,,,,,,,,,15194614.8020641,,,,,,,,,,,,6214351.00185952,,,,,,,,,,,,,,,,,,,,,,,,77233273.78073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-11,15199514.8023119,77259751.5932301,,,,,,,,,,,44453576.2022214,,15199414.8023118,,,103004866345.704,,,,,,,,,,,,,,,,,,15199414.8020641,,,,,,,,,,,,6216773.73757972,,,,,,,,,,,,,,,,,,,,,,,,77259751.5932301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-12,15203789.8023119,77286250.4994799,,,,,,,,,,,44467551.2022214,,15203689.8023118,,,103018636345.704,,,,,,,,,,,,,,,,,,15203689.8020641,,,,,,,,,,,,6219209.00901487,,,,,,,,,,,,,,,,,,,,,,,,77286250.49948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-13,15207689.8023119,77313135.18698,,,,,,,,,,,44481326.2022214,,15207589.8023118,,,103032406345.704,,,,,,,,,,,,,,,,,,15207589.8020641,,,,,,,,,,,,6221569.06616426,,,,,,,,,,,,,,,,,,,,,,,,77313135.1869801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-14,15211839.8023119,77339464.24948,,,,,,,,,,,44495876.2022214,,15211739.8023118,,,103046126345.704,,,,,,,,,,,,,,,,,,15211739.8020641,,,,,,,,,,,,6223846.38759908,,,,,,,,,,,,,,,,,,,,,,,,77339464.24948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,15215639.8023119,77365689.56198,,,,,,,,,,,44510451.2022214,,15215539.8023118,,,103059706345.704,,,,,,,,,,,,,,,,,,15215539.8020641,,,,,,,,,,,,6226025.21413508,,,,,,,,,,,,,,,,,,,,,,,,77365689.5619801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,15219089.8023119,77392135.3432299,,,,,,,,,,,44525926.2022214,,15218989.8023118,,,103073436345.704,,,,,,,,,,,,,,,,,,15218989.8020641,,,,,,,,,,,,6228191.8631198,,,,,,,,,,,,,,,,,,,,,,,,77392135.3432301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,15222964.8023119,77417807.3744801,,,,,,,,,,,44540526.2022214,,15222864.8023118,,,103087136345.704,,,,,,,,,,,,,,,,,,15222864.8020641,,,,,,,,,,,,6230337.55955345,,,,,,,,,,,,,,,,,,,,,,,,77417807.3744801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,15227189.8023119,77444022.2182301,,,,,,,,,,,44554276.2022214,,15227089.8023118,,,103100856345.704,,,,,,,,,,,,,,,,,,15227089.8020641,,,,,,,,,,,,6232474.71976259,,,,,,,,,,,,,,,,,,,,,,,,77444022.2182301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,15230814.8023119,77470677.6869799,,,,,,,,,,,44567626.2022214,,15230714.8023118,,,103114546345.705,,,,,,,,,,,,,,,,,,15230714.8020641,,,,,,,,,,,,6234618.08813501,,,,,,,,,,,,,,,,,,,,,,,,77470677.6869801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-20,15234564.8023119,77497238.4682301,,,,,,,,,,,44581426.2022214,,15234464.8023118,,,103128456345.704,,,,,,,,,,,,,,,,,,15234464.8020641,,,,,,,,,,,,6236748.26416046,,,,,,,,,,,,,,,,,,,,,,,,77497238.4682301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-21,15237764.8023119,77523775.03073,,,,,,,,,,,44596751.2022214,,15237664.8023118,,,103142366345.705,,,,,,,,,,,,,,,,,,15237664.8020641,,,,,,,,,,,,6238883.09630837,,,,,,,,,,,,,,,,,,,,,,,,77523775.0307301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,15240939.8023119,77550532.8432301,,,,,,,,,,,44611001.2022214,,15240839.8023118,,,103156056345.705,,,,,,,,,,,,,,,,,,15240839.8020641,,,,,,,,,,,,6241056.72947679,,,,,,,,,,,,,,,,,,,,,,,,77550532.8432301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,15244339.8023119,77576702.8432301,,,,,,,,,,,44625226.2022214,,15244239.8023118,,,103169846345.705,,,,,,,,,,,,,,,,,,15244239.8020641,,,,,,,,,,,,6243208.63407372,,,,,,,,,,,,,,,,,,,,,,,,77576702.8432301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,15247289.8023119,77603129.71823,,,,,,,,,,,44640176.2022214,,15247189.8023118,,,103183556345.705,,,,,,,,,,,,,,,,,,15247189.8020641,,,,,,,,,,,,6245372.1789768,,,,,,,,,,,,,,,,,,,,,,,,77603129.7182301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,15251164.8023119,77629953.46823,,,,,,,,,,,44654551.2022214,,15251064.8023118,,,103197356345.705,,,,,,,,,,,,,,,,,,15251064.8020641,,,,,,,,,,,,6247520.20347168,,,,,,,,,,,,,,,,,,,,,,,,77629953.4682301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,15254664.8023119,77656607.5307299,,,,,,,,,,,44669001.2022214,,15254564.8023118,,,103211106345.705,,,,,,,,,,,,,,,,,,15254564.8020641,,,,,,,,,,,,6249675.21215025,,,,,,,,,,,,,,,,,,,,,,,,77656607.5307301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-27,15258339.8023119,77682803.6244801,,,,,,,,,,,44684926.2022214,,15258239.8023118,,,103224936345.705,,,,,,,,,,,,,,,,,,15258239.8020641,,,,,,,,,,,,6251864.36572686,,,,,,,,,,,,,,,,,,,,,,,,77682803.6244802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
